Consortium	name	library:numSubjects	library:dataCategory.itemsType	library:dataCategory.items	library:datatype.itemsType	library:datatype.items	library:dataUseRestriction	library:indication	study_accession	library:datasetName	library:datasetVersion	library:datasetDescription	library:datasetOwner	library:datasetCustodian	library:datasetDepositor	library:contactEmail	library:institute.itemsType	library:institute.items	library:primaryDiseaseSite	library:primaryDiseaseSite	library:reference	library:dataFileFormats.itemsType	library:dataFileFormats.items	library:technology.itemsType	library:technology.items	library:studyDesign	library:ethnicity.itemsType	library:ethnicity.items	library:cohortCountry	library:requiresExternalApproval	library:lmsvn	library:dulvn	library:discoverableByGroups.itemsType	library:discoverableByGroups.items	tag:tags.itemsType	tag:tags.items	library:DS	library:HMB	library:NMDS	library:NCU	library:NPU	library:NCTRL	library:GRU	library:RS-PD	library:IRB	library:RS-G	library:NAGR	library:DS_URL.itemsType	library:DS_URL.items	library:DS.itemsType	library:orsp	library:dataAccessInstructions	referenceData_hg38_known_indels_sites_VCFs.itemsType	referenceData_hg38_known_indels_sites_VCFs.items	referenceData_hg38_ref_fasta	referenceData_hg38_ref_alt	referenceData_hg38_ref_amb	referenceData_hg38_axiomPoly_resource_vcf_index	referenceData_hg38_ref_fasta_index	referenceData_hg38_mills_resource_vcf	referenceData_hg38_one_thoUnited Statesnd_genomes_resource_vcf	referenceData_hg38_dbsnp_vcf_index	referenceData_hg38_known_indels_sites_indices.itemsType	referenceData_hg38_known_indels_sites_indices.items	referenceData_hg38_one_thoUnited Statesnd_genomes_resource_vcf_index	referenceData_hg38_call_interval_list	referenceData_hg38_ref_dict	referenceData_hg38_dbsnp_vcf	referenceData_hg38_mills_resource_vcf_index	referenceData_hg38_ref_sa	referenceData_hg38_hapmap_resource_vcf_index	referenceData_hg38_hapmap_resource_vcf	referenceData_hg38_omni_resource_vcf_index	referenceData_hg38_axiomPoly_resource_vcf	referenceData_hg38_eval_interval_list	referenceData_hg38_omni_resource_vcf	referenceData_hg38_scattered_calling_intervals_list	referenceData_hg38_unpadded_intervals_file	referenceData_hg38_ref_pac	referenceData_hg38_ref_bwt	referenceData_hg38_ref_ann	diseaseOntologyLabel	indication	reference	datasetCustodian	datasetVersion	projectName	datasetDescription	dulvn	useLimitationOption	NPU	RS-PD	dataUseRestriction	numSubjects	datasetOwner	tags	published	datasetName	technology	discoverableByGroups	NCU	RS-G	IRB	requiresExternalApproval	studyDesign	NAGR	contactEmail	datasetDepositor	datatype	dataCategory	NMDS	NCTRL	GRU	HMB	diseaseOntologyID	dataFileFormats	genome_fasta_index	sample_attributes	subject_phenotypes	transcripts_gtf	genome_fasta_dict	genes_gtf	vcf_index	genome_fasta	vcf_file	lmsvn	rnaseq_genome_fasta_index	rnaseq_genome_fasta	rnaseq_genome_fasta_dict
CCDG	AnVIL_CCDG_NHGRI_Broad_ASD_Daly_phs000298_WES_vcf		AttributeValue	Raw Sequencing data	AttributeValue	Exome	not applicable	autism spectrum disorder	registration pending		1	N/A	N/A			help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CCDG NP	GRCh38/hg38	AttributeValue	VCF	AttributeValue	Illumina		AttributeValue	N/A	N/A		6	4	AttributeValue	all_broad-users																																																																																															
CCDG	AnVIL_CCDG_TOPMED_Broad_CVD_EOCAD_PROMIS_WGS	3849	AttributeValue	Raw Sequencing data	AttributeValue	Whole Genome	not applicable	myocardial infarction		PROMIS	1	The Pakistan Risk of Myocardial Infarction (PROMIS) study is a retrospective multicenter case-control cohort study of individuals with and without coronary heart disease from Pakistan. Multiple biological samples have been collected from the participants including DNA, plasma, serum, and whole blood. The goal of the study is to recruit 20,000 cases and 20,000 controls of Pakistani descent. Eligible cases were individuals aged 30-80 who presented to the emergency department of a participating recruitment center in Pakistan with clinical symptoms consistent with a myocardial infarction (MI), ECG changes consistent with MI, elevated troponin levels consistent with MI, and no prior history of cardiovascular disease. Controls were individuals of Pakistani descent who did not have a self-reported history of cardiovascular disease. This site hosts data from ~1,200 whole genomes and ~9,700 whole exomes (50% cases and 50% controls).	Amit Khera	NHLBI	Trish Vosburg	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CCDG CVD	GRCh38/hg38	AttributeValue	CRAM', 'VCF	AttributeValue	Illumina	NA	AttributeValue	N/A	Pakistan	FALSE	6	4	AttributeValue	all_broad-users	AttributeValue	GRCh38/hg38', 'Access WS', 'Apr 23, 2020																																																																																													
CCDG	AnVIL_CCDG_NYGC_AI_Asthma_Gala2_WGS	1171	AttributeValue	Raw Sequencing data	AttributeValue	Whole Genome	DS-Lung Diseases, Ancestry, Drug Response, IRB, COL	asthma	phs000920	Gala2	1	Genes-Environments and Admixture in Latino Asthmatics (GALA II) is a case-only pharmacogenetic study of bronchodilator drug response among racially admixed Latino children with asthma. The overall goal is to identify genetic factors which are predictive of drug response in children with asthma. The principal tools include a questionnaire and biological specimen collection. Participants are 8-21 years old at time of recruitment. Children with asthma have physician-diagnosed asthma, symptoms and medications. dbGaP study ID: phs000920	Esteban Burchard	NHGRI	Julia Moore Vogel	help@lists.anvilproject.org	AttributeValue	New York Genome Center (NYGC)	Lung	CCDG	GRCh38/hg38	AttributeValue	CRAM	AttributeValue	Illumina	NA	AttributeValue	Other; Hispanic or Latino', 'Unknown	United States	TRUE	6	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	No	FALSE	N/A	FALSE																																																																																							
CCDG	AnVIL_CCDG_NYGC_NP_Alz_LOAD_WGS	1049	AttributeValue	Raw Sequencing data	AttributeValue	Whole Genome	GRU-IRB-PUB	Alzheimer's disease	phs000160	LOAD	1	National Institute on Aging (NIA) Late-Onset Alzheimer's Disease Genetics Initiative: The Multiplex Family Study is to identify families with multiple members diagnosed with late-onset Alzheimer's Disease. Families will be characterized clinically and blood samples will be collected to establish cell lines. If a blood sample is not available, autopsy samples will be collected for DNA extraction and storage. Our goal is to recruit 1,000 families over the course of the study. Clinical and demographic data from these families will be collected at the local site and coded data, without identifiers, will be sent and included in a national database of families with Alzheimer's Disease. This database, along with the biological samples, will be housed at the National Cell Repository for Alzheimer's Disease (NCRAD) at Indiana University. dbGaP study ID: phs000160	Richard Mayeux	NHGRI	Julia Moore Vogel	help@lists.anvilproject.org	AttributeValue	New York Genome Center (NYGC)	Brain	CCDG	GRCh38/hg38	AttributeValue	CRAM	AttributeValue	Illumina	NA	AttributeValue	American Indian or Alaskan Native; not Hispanic or Latino', 'Asian; not Hispanic or Latino', 'Black or African American; Hispanic or Latino', 'Black or African American; not Hispanic or Latino', 'Other; Hispanic or Latino', 'White; Hispanic or Latino', 'White; not Hispanic or Latino', 'White; unknown as to Hispanic or Latino', 'White; Unknown', 'Unknown	United States	TRUE	6	4	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	No	FALSE	N/A	FALSE																																																																																							
CCDG	AnVIL_CCDG_NYGC_NP_Autism_ACE2_GRU-MDS_WGS	508	AttributeValue	Raw Sequencing data	AttributeValue	Whole Genome	GRU-MDS-PUB	autism spectrum disorder	phs002042	ACE2	1	In the Autism Center of Excellence (ACE II) study, we address the enormous challenges common complex diseases pose for genomic analysis and the enormous opportunities surmounting them offers for advancing healthcare. dbGaP study ID: phs002042	Tom Maniatis	NHGRI	Cat Reeves	help@lists.anvilproject.org	AttributeValue	New York Genome Center (NYGC)	Brain	CCDG ASD	GRCh38/hg38	AttributeValue	CRAM	AttributeValue	Illumina	NA	AttributeValue	Hispanic or Latino', 'Not Hispanic or Latino', 'Not Asked', 'Unknown	United States	TRUE	6	4	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	No	FALSE	N/A	FALSE																																																																																							
CCDG	AnVIL_CCDG_WashU_AI_T1D_T1DGC_WGS	3397	AttributeValue	Raw Sequencing data	AttributeValue	Whole Genome	DS-DRC-IRB-NPU	type 1 diabetes mellitus	registration pending	T1DGC	1	The Type 1 Diabetes Genetics Consortium (T1DGC) was established to collect resources (biological samples and data) and conduct research to better understand the genetic basis of type 1 diabetes (T1D). For the NHGRI-funded Centers for Common Disease Genomics (CCDG) project, participants with T1D and ancestry-matched controls were identified through the T1DGC, either through direct ascertainment or by contribution from other sources to the T1DGC. As the CCDG has focused initially on non-Caucasian populations for whole genome sequencing, T1DGC participants of African, Mexican and Asian ancestry (targeting ~1200 cases and ~1200 controls in each ancestral group) and a small group of participants of Northern European ancestry (~100 cases, ~100 controls) were to be contributed to the study. Whole genome sequencing of T1DGC samples would be conducted at Washington University McDonnell Genome Institute and based upon matching case-control status within an ancestry group and prioritization by the CCDG. dbGaP study ID: phs001222	Nathan Stitziel	NHGRI	Niel Das, Joanne Nelson	help@lists.anvilproject.org	AttributeValue	McDonnell Genome Institute at Washington University	endocrine pancreas	CCDG IA	GRCh38/hg38	AttributeValue	CRAM, VCF	AttributeValue	Illumina	N/A	AttributeValue	N/A	United States	TRUE	6	4	AttributeValue	all_broad-users			TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE																																																																																		
CCDG	AnVIL_CCDG_WashU_CVD_EOCAD_METSIM_WGS	9477	AttributeValue	Raw Sequencing data	AttributeValue	Whole Genome	GRU-IRB-NPU	coronary artery disease	phs001272	METSIM	1	METSIM (METabolic Syndrome In Men) Study contains variant calls derived from the whole genome data of more than 1200 participants in the METSIM study, a study of the factors associated with type 2 diabetes, cardiovascular disease and insulin-resistance-related traits. The study comprises a randomly selected cross-section of men aged 45 to 73 from the Eastern Finland town of Kuopio. dbGaP study ID: phs001579	Nathan Stitziel	NHGRI	Niel Das, Joanne Nelson	help@lists.anvilproject.org	AttributeValue	McDonnell Genome Institute at Washington University	heart	CCDG CVD	GRCh38/hg38	AttributeValue	CRAM, VCF	AttributeValue	Illumina	Case/Control	AttributeValue	Finnish	Finland	TRUE	6	4	AttributeValue	all_broad-users			FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE																																																																																		
CCDG	AnVIL_CCDG_WashU_CVD_EOCAD_WashU-CAD_GRU-IRB_WGS	265	AttributeValue	Raw Sequencing data	AttributeValue	Whole Genome	GRU-IRB	atherosclerosis	phs001272	WUCADS	1	The genetic basis of coronary artery disease in individuals of non-European ancestry is largely unknown. The Washington University Coronary Artery Disease Study (WUCADS) recruited participants of non-European ancestry with and without coronary artery disease to address this question. Whole genome sequencing in WUCADS was performed at the McDonnell Genome Institute at Washington University. dbGaP study ID: phs001227	Nathan Stitziel	NHGRI	Niel Das, Joanne Nelson	help@lists.anvilproject.org	AttributeValue	McDonnell Genome Institute at Washington University	heart	CCDG CVD	GRCh38/hg38	AttributeValue	CRAM, VCF	AttributeValue	Illumina	Case/Control	AttributeValue	African-American	United States	TRUE	6	4	AttributeValue	all_broad-users			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE																																																																																		
CMG	AnVIL_CMG_Broad_Blood_Fleming_WES		AttributeValue	Raw Sequencing data	AttributeValue	Exome	not applicable	mendelian	phs001272	CMG_Broad_Blood_Fleming_WES	1	The Centers for Mendelian Genomics project uses next-generation sequencing and computational approaches to discover the genes and variants that underlie Mendelian conditions. dbGaP study: phs001272 and consent group registration pending.	Heidi Rehm	NHGRI	Stacy Mano	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CMG	GRCh38/hg38	AttributeValue	CRAM	AttributeValue	Illumina	Parent-Offspring Trios		N/A	United States		6	4											AttributeValue	all_broad-users																																																																																					
CMG	AnVIL_CMG_Broad_Blood_Gazda_WES	51	AttributeValue	Raw Sequencing data	AttributeValue	Exome	DS-BFD-MDS	mendelian	phs001272	CMG_Broad_Blood_Gazda_WES	1	Rare blood disease samples submitted to the Broad Center for Mendelian Genomics by Dr. Hannah Gazda at Boston Childrens' Hospital. dbGaP study ID: phs001272	Heidi Rehm	NHGRI	Stacy Mano	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CMG	GRCh38/hg38	AttributeValue	CRAM	AttributeValue	Illumina	Parent-Offspring Trios		N/A	United States	FALSE	6	4											AttributeValue	all_broad-users																																																																																					
CMG	AnVIL_CMG_Broad_Blood_Gazda_WGS		AttributeValue	Raw Sequencing data	AttributeValue	Whole Genome	DS-BFD-MDS	mendelian	phs001272	CMG_Broad_Blood_Gazda_WGS	1	Rare blood disease samples submitted to the Broad Center for Mendelian Genomics by Dr. Hannah Gazda at Boston Childrens' Hospital. dbGaP study ID: phs001272	Heidi Rehm	NHGRI	Stacy Mano	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CMG	GRCh38/hg38	AttributeValue	CRAM	AttributeValue	Illumina	Parent-Offspring Trios		N/A	United States	FALSE	6	4											AttributeValue	all_broad-users																																																																																					
CMG	AnVIL_CMG_Broad_Blood_Sankaran_WES	277	AttributeValue	Raw Sequencing data	AttributeValue	Exome	DS-BFD-MDS	mendelian	phs001272	CMG_Broad_Blood_Sankaran_WES	1	Rare blood disease samples submitted to the Broad Center for Mendelian Genomics by Dr. Vijay Sankaran at Boston Childrens' Hospital. dbGaP study ID: phs001272	Heidi Rehm	NHGRI	Stacy Mano	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CMG	GRCh38/hg38	AttributeValue	CRAM	AttributeValue	Illumina	Parent-Offspring Trios		N/A	United States	FALSE	6	4											AttributeValue	all_broad-users																																																																																					
CMG	AnVIL_CMG_Broad_Blood_Sankaran_WGS		AttributeValue	Raw Sequencing data	AttributeValue	Whole Genome	DS-BFD-MDS	mendelian	phs001272	CMG_Broad_Blood_Sankaran_WGS	1	Rare blood disease samples submitted to the Broad Center for Mendelian Genomics by Dr. Vijay Sankaran at Boston Childrens' Hospital. dbGaP study ID: phs001272	Heidi Rehm	NHGRI	Stacy Mano	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CMG	GRCh38/hg38	AttributeValue	CRAM	AttributeValue	Illumina	Parent-Offspring Trios		N/A	United States	FALSE	6	4											AttributeValue	all_broad-users																																																																																					
CMG	AnVIL_CMG_Broad_Brain_Engle_WGS		AttributeValue	Raw Sequencing data	AttributeValue	Whole Genome		mendelian	registration pending	CMG_Broad_Brain_Engle_WGS	1	Rare neurological disease samples submitted to the Broad Center for Mendelian Genomics by Dr. Elizabeth Engle at Boston Children's Hospital. dbGaP study ID: phs001272	Heidi Rehm	NHGRI	Stacy Mano	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CMG	GRCh38/hg38	AttributeValue	CRAM	AttributeValue	Illumina	Parent-Offspring Trios		N/A	United States		6	4											AttributeValue	all_broad-users																																																																																					
CMG	AnVIL_CMG_Broad_Brain_Gleeson_WES	1181	AttributeValue	Raw Sequencing data	AttributeValue	Exome	HMB-MDS	mendelian	phs001272	CMG_Broad_Brain_Gleeson_WES	1	Rare neurological disease samples submitted to the Broad Center for Mendelian Genomics by Dr. Joseph Gleeson at UCSD.dbGaP study ID: phs001272	Heidi Rehm	NHGRI	Stacy Mano	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CMG	GRCh38/hg38	AttributeValue	CRAM	AttributeValue	Illumina	Parent-Offspring Trios		N/A	United States	FALSE	6	4											AttributeValue	all_broad-users																																																																																					
CMG	AnVIL_CMG_Broad_Brain_Gleeson_WGS		AttributeValue	Raw Sequencing data	AttributeValue	Whole Genome	HMB-MDS	mendelian	phs001272	CMG_Broad_Brain_Gleeson_WGS	1	Rare neurological disease samples submitted to the Broad Center for Mendelian Genomics by Dr. Joseph Gleeson at UCSD. dbGaP study ID: phs001272	Heidi Rehm	NHGRI	Stacy Mano	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CMG	GRCh38/hg38	AttributeValue	CRAM	AttributeValue	Illumina	Parent-Offspring Trios		N/A	United States	FALSE	6	4											AttributeValue	all_broad-users																																																																																					
CMG	AnVIL_CMG_Broad_Brain_Sherr_WES		AttributeValue	Raw Sequencing data	AttributeValue	Exome	not applicable	mendelian	registration pending	CMG_Broad_Brain_Sherr_WES	1	The Centers for Mendelian Genomics project uses next-generation sequencing and computational approaches to discover the genes and variants that underlie Mendelian conditions. dbGaP study: phs001272 and consent group registration pending.	Heidi Rehm	NHGRI	Stacy Mano	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CMG	GRCh38/hg38	AttributeValue	CRAM	AttributeValue	Illumina	Parent-Offspring Trios		N/A	United States		6	4											AttributeValue	all_broad-users																																																																																					
CMG	AnVIL_CMG_Broad_Eye_Pierce_WES	602	AttributeValue	Raw Sequencing data	AttributeValue	Exome	GRU	mendelian	registration pending	CMG_Broad_Eye_Pierce_WES	1	Rare inherited retinal disorders samples submitted to the Broad Center for Mendelian Genomics by Dr. Eric Pierce at Massachusetts Eye & Ear. dbGaP study ID: phs001272	Heidi Rehm	NHGRI	Stacy Mano	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CMG	GRCh38/hg38	AttributeValue	CRAM	AttributeValue	Illumina	Parent-Offspring Trios		N/A	United States	FALSE	6	4											AttributeValue	all_broad-users																																																																																					
CMG	AnVIL_CMG_Broad_Eye_Pierce_WGS	35	AttributeValue	Raw Sequencing data	AttributeValue	Whole Genome	GRU	mendelian	phs001272	CMG_Broad_Eye_Pierce_WGS	1	Rare inherited retinal disorders samples submitted to the Broad Center for Mendelian Genomics by Dr. Eric Pierce at Massachusetts Eye & Ear. dbGaP study ID: phs001272	Heidi Rehm	NHGRI	Stacy Mano	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CMG	GRCh38/hg38	AttributeValue	CRAM	AttributeValue	Illumina	Parent-Offspring Trios		N/A	United States	FALSE	6	4											AttributeValue	all_broad-users																																																																																					
CMG	AnVIL_CMG_Broad_Genitourinary_Hirschhorn_WES	48	AttributeValue	Raw Sequencing data	AttributeValue	Exome	not applicable	mendelian	phs001272	CMG_Broad_Genitourinary_Hirschhorn_WES	1	The Centers for Mendelian Genomics project uses next-generation sequencing and computational approaches to discover the genes and variants that underlie Mendelian conditions. dbGaP study: phs001272 and consent group registration pending.	Heidi Rehm	NHGRI	Stacy Mano	larkin@broadinstitute.org	AttributeValue	Broad Institute	N/A	CMG	GRCh38/hg38	AttributeValue	CRAM	AttributeValue	Illumina	Parent-Offspring Trios		N/A	United States	FALSE	6	4											AttributeValue	all_broad-users																																																																																					
CMG	AnVIL_CMG_Broad_Heart_PCGC-Tristani_WGS	45	AttributeValue	Raw Sequencing data	AttributeValue	Whole Genome	not applicable	mendelian	phs001272	CMG_Broad_Heart_PCGC-Tristani_WGS	1	The Centers for Mendelian Genomics project uses next-generation sequencing and computational approaches to discover the genes and variants that underlie Mendelian conditions. dbGaP study: phs001272 and consent group registration pending.	Heidi Rehm	NHGRI	Stacy Mano	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CMG	GRCh38/hg38	AttributeValue	CRAM	AttributeValue	Illumina	Parent-Offspring Trios		N/A	N/A	FALSE	6	4											AttributeValue	all_broad-users																																																																																					
CMG	AnVIL_CMG_Broad_Heart_Seidman_WES	129	AttributeValue	Raw Sequencing data	AttributeValue	Exome	DS-CSD-MDS	mendelian	phs001272	CMG_Broad_Heart_Seidman_WES	1	Rare heart disease samples submitted to the Broad Center for Mendelian Genomics by Drs. Christine and Jonathan Seidman at Harvard Medical School. dbGaP study ID: phs001272	Heidi Rehm	NHGRI	Stacy Mano	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CMG	GRCh38/hg38	AttributeValue	CRAM	AttributeValue	Illumina	Parent-Offspring Trios		N/A	United States	FALSE	6	4											AttributeValue	all_broad-users																																																																																					
CMG	AnVIL_CMG_Broad_Heart_Seidman_WGS		AttributeValue	Raw Sequencing data	AttributeValue	Whole Genome	DS-CSD-MDS	mendelian	phs001272	CMG_Broad_Heart_Seidman_WGS	1	Rare heart disease samples submitted to the Broad Center for Mendelian Genomics by Drs. Christine and Jonathan Seidman at Harvard Medical School. dbGaP study ID: phs001272	Heidi Rehm	NHGRI	Stacy Mano	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CMG	GRCh38/hg38	AttributeValue	CRAM	AttributeValue	Illumina	Parent-Offspring Trios		N/A	United States	FALSE	6	4											AttributeValue	all_broad-users																																																																																					
CMG	AnVIL_CMG_Broad_Heart_Ware_WES	10	AttributeValue	Raw Sequencing data	AttributeValue	Exome	DS-CVD-MDS	mendelian	registration pending	CMG_Broad_Heart_Ware_WES	1	Rare heart disease samples submitted to the Broad Center for Mendelian Genomics by Dr. James Ware at the Imperial College London. dbGaP study ID: phs001272	Heidi Rehm	NHGRI	Stacy Mano	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CMG	GRCh38/hg38	AttributeValue	CRAM	AttributeValue	Illumina	Parent-Offspring Trios		N/A	United Kingdom	FALSE	6	4											AttributeValue	all_broad-users																																																																																					
CMG	AnVIL_CMG_Broad_Kidney_Hildebrandt_WES	1222	AttributeValue	Raw Sequencing data	AttributeValue	Exome	not applicable	mendelian	phs001272	CMG_Broad_Kidney_Hildebrandt_WES	1	Rare renal disease samples submitted to the Broad Center for Mendelian Genomics by Dr. Friedhelm Hildebrandt at Beth Israel Deaconess Medical Center. dbGaP study ID: phs001272	Heidi Rehm	NHGRI	Stacy Mano	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CMG	GRCh38/hg38	AttributeValue	CRAM	AttributeValue	Illumina	Parent-Offspring Trios		N/A	United States	FALSE	6	4											AttributeValue	all_broad-users																																																																																					
CMG	AnVIL_CMG_Broad_Kidney_Hildebrandt_WGS	27	AttributeValue	Raw Sequencing data	AttributeValue	Whole Genome	not applicable	mendelian	phs001272	CMG_Broad_Kidney_Hildebrandt_WGS	1	Rare renal disease samples submitted to the Broad Center for Mendelian Genomics by Dr. Friedhelm Hildebrandt at Beth Israel Deaconess Medical Center. dbGaP study ID: phs001272	Heidi Rehm	NHGRI	Stacy Mano	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CMG	GRCh38/hg38	AttributeValue	CRAM	AttributeValue	Illumina	Parent-Offspring Trios		N/A	United States	FALSE	6	4											AttributeValue	all_broad-users																																																																																					
CMG	AnVIL_CMG_Broad_Kidney_Pollak_WES		AttributeValue	Raw Sequencing data	AttributeValue	Exome	not applicable	mendelian	phs001272	CMG_Broad_Kidney_Pollak_WES		Rare renal disease samples submitted to the Broad Center for Mendelian Genomics by Dr. Martin Pollak at Beth Israel Deaconess Medical Center. dbGaP study ID: phs001272 with consent group pending registration.	Heidi Rehm	NHGRI	Stacy Mano	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CMG	GRCh38/hg38	AttributeValue	CRAM	AttributeValue	Illumina	Parent-Offspring Trios		N/A	United States		6	4											AttributeValue	all_broad-users																																																																																					
CMG	AnVIL_CMG_Broad_Muscle_Beggs_WES	109	AttributeValue	Raw Sequencing data	AttributeValue	Exome	DS-NEURO-GSO-MDS	mendelian	phs001272	CMG_Broad_Muscle_Beggs_WES	1	Rare muscle disease samples submitted to the Broad Center for Mendelian Genomics by Dr. Alan Beggs at Boston Children's Hospital. dbGaP study ID: phs001272	Heidi Rehm	NHGRI	Stacy Mano	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CMG	GRCh38/hg38	AttributeValue	CRAM	AttributeValue	Illumina	Parent-Offspring Trios		N/A	United States	FALSE	6	4											AttributeValue	all_broad-users																																																																																					
CMG	AnVIL_CMG_Broad_Muscle_Bonnemann_WES	24	AttributeValue	Raw Sequencing data	AttributeValue	Exome	GRU	mendelian	phs001272	CMG_Broad_Muscle_Bonnemann_WES	1	Rare muscular disease samples submitted to the Broad Center for Mendelian Genomics by Dr. Carsten Bonnemann at the NINDS. dbGaP study ID: phs001272	Heidi Rehm	NHGRI	Stacy Mano	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CMG	GRCh38/hg38	AttributeValue	CRAM	AttributeValue	Illumina	Parent-Offspring Trios		N/A	United States	FALSE	6	4											AttributeValue	all_broad-users																																																																																					
CMG	AnVIL_CMG_Broad_Muscle_Bonnemann_WGS	94	AttributeValue	Raw Sequencing data	AttributeValue	Whole Genome	GRU	mendelian	phs001272	CMG_Broad_Muscle_Bonnemann_WGS	1	Rare muscular disease samples submitted to the Broad Center for Mendelian Genomics by Dr. Carsten Bonnemann at the NINDS. dbGaP study ID: phs001272	Heidi Rehm	NHGRI	Stacy Mano	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CMG	GRCh38/hg38	AttributeValue	CRAM	AttributeValue	Illumina	Parent-Offspring Trios		N/A	United States	FALSE	6	4											AttributeValue	all_broad-users																																																																																					
CMG	AnVIL_CMG_Broad_Muscle_Kang_WES	49	AttributeValue	Raw Sequencing data	AttributeValue	Exome	not applicable	mendelian	phs001272	CMG_Broad_Muscle_Kang_WES	1	Rare muscular disease samples submitted to the Broad Center for Mendelian Genomics by Dr. Peter Kang at University of Florida. dbGaP study ID: phs001272	Heidi Rehm	NHGRI	Stacy Mano	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CMG	GRCh38/hg38	AttributeValue	CRAM	AttributeValue	Illumina	Parent-Offspring Trios		N/A	United States	FALSE	6	4											AttributeValue	all_broad-users																																																																																					
CMG	AnVIL_CMG_Broad_Muscle_Kang_WGS	2	AttributeValue	Raw Sequencing data	AttributeValue	Whole Genome	not applicable	mendelian	phs001272	CMG_Broad_Muscle_Kang_WGS	1	Rare muscular disease samples submitted to the Broad Center for Mendelian Genomics by Dr. Peter Kang at University of Florida. dbGaP study ID: phs001272	Heidi Rehm	NHGRI	Stacy Mano	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CMG	GRCh38/hg38	AttributeValue	CRAM	AttributeValue	Illumina	Parent-Offspring Trios		N/A	United States	FALSE	6	4											AttributeValue	all_broad-users																																																																																					
CMG	AnVIL_CMG_Broad_Muscle_KNC_WES	44	AttributeValue	Raw Sequencing data	AttributeValue	Exome	DS-NIC-EMP-LENF	mendelian	registration pending	CMG_Broad_Muscle_KNC_WES	1	Rare muscular disease samples submitted to the Broad Center for Mendelian Genomics by the Kids Neuroscience Centre of the Sydney Children's Hospitals Network. dbGaP study ID: phs001272	Heidi Rehm	NHGRI	Stacy Mano	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CMG	GRCh38/hg38	AttributeValue	CRAM	AttributeValue	Illumina	Parent-Offspring Trios		N/A	Australia	FALSE	6	4											AttributeValue	all_broad-users																																																																																					
CMG	AnVIL_CMG_Broad_Muscle_KNC_WGS	14	AttributeValue	Raw Sequencing data	AttributeValue	Whole Genome	DS-NIC-EMP-LENF	mendelian	registration pending	CMG_Broad_Muscle_KNC_WGS	1	Rare muscular disease samples submitted to the Broad Center for Mendelian Genomics by the Kids Neuroscience Centre of the Sydney Children's Hospitals Network. dbGaP study ID: phs001272	Heidi Rehm	NHGRI	Stacy Mano	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CMG	GRCh38/hg38	AttributeValue	CRAM	AttributeValue	Illumina	Parent-Offspring Trios		N/A	Australia	FALSE	6	4											AttributeValue	all_broad-users																																																																																					
CMG	ANVIL_CMG_Broad_Muscle_Laing_WES	31	AttributeValue	Raw Sequencing data	AttributeValue	Whole Genome	HMB-MDS	mendelian	registration pending	CMG_Broad_Muscle_Laing_WES	1	Rare muscle disease samples submitted to the Broad Center for Mendelian Genomics by Dr. Nigel Laing at the Harry Perkins Institute of Medical Research. dbGaP study ID: phs001272	Heidi Rehm	NHGRI	Stacy Mano	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CMG	GRCh38/hg38	AttributeValue	CRAM	AttributeValue	Illumina	Parent-Offspring Trios		N/A	Australia	FALSE	6	4											AttributeValue	all_broad-users																																																																																					
