PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"25326635","Molecular findings among patients referred for clinical whole-exome sequencing","Yang Y, Muzny DM, Xia F, Niu Z, Person R, Ding Y, Ward P, Braxton A, Wang M, Buhay C, Veeraraghavan N, Hawes A, Chiang T, Leduc M, Beuten J, Zhang J, He W, Scull J, Willis A, Landsverk M, Craigen WJ, Bekheirnia MR, Stray-Pedersen A, Liu P, Wen S, Alcaraz W, Cui H, Walkiewicz M, Reid J, Bainbridge M, Patel A, Boerwinkle E, Beaudet AL, Lupski JR, Plon SE, Gibbs RA, Eng CM.","JAMA. 2014 Nov 12;312(18):1870-9. doi: 10.1001/jama.2014.14601.","Yang Y","JAMA","2014","2014/10/19","PMC4326249","NIHMS661397","10.1001/jama.2014.14601"
"25317207","Obtaining informed consent for clinical tumor and germline exome sequencing of newly diagnosed childhood cancer patients","Scollon S, Bergstrom K, Kerstein RA, Wang T, Hilsenbeck SG, Ramamurthy U, Gibbs RA, Eng CM, Chintagumpala MM, Berg SL, McCullough LB, McGuire AL, Plon SE, Parsons DW.","Genome Med. 2014 Sep 17;6(9):69. doi: 10.1186/s13073-014-0069-3. eCollection 2014.","Scollon S","Genome Med","2014","2014/10/16","PMC4195891","","10.1186/s13073-014-0069-3"
"25313897","Dispositional optimism and perceived risk interact to predict intentions to learn genome sequencing results","Taber JM, Klein WM, Ferrer RA, Lewis KL, Biesecker LG, Biesecker BB.","Health Psychol. 2015 Jul;34(7):718-28. doi: 10.1037/hea0000159. Epub 2014 Oct 13.","Taber JM","Health Psychol","2015","2014/10/15","PMC4395524","NIHMS654153","10.1037/hea0000159"
"25298291","Economic regulation of next-generation sequencing","Evans BJ.","J Law Med Ethics. 2014 Fall;42 Suppl 1(0 1):51-66. doi: 10.1111/jlme.12162.","Evans BJ","J Law Med Ethics","2014","2014/10/10","PMC4460792","NIHMS671468","10.1111/jlme.12162"
"25280986","The best interests of the child and the return of results in genetic research: international comparative perspectives","Zawati MH, Parry D, Knoppers BM.","BMC Med Ethics. 2014 Oct 4;15:72. doi: 10.1186/1472-6939-15-72.","Zawati MH","BMC Med Ethics","2014","2014/10/05","PMC4192737","","10.1186/1472-6939-15-72"
"25274875","Genetic testing of children for diseases that have onset in adulthood: the limits of family interests","Hardart GE, Chung WK.","Pediatrics. 2014 Oct;134 Suppl 2(Suppl 2):S104-10. doi: 10.1542/peds.2014-1394F.","Hardart GE","Pediatrics","2014","2014/10/03","PMC4258839","","10.1542/peds.2014-1394F"
"25264176","Practical guidance on informed consent for pediatric participants in a biorepository","Brothers KB, Lynch JA, Aufox SA, Connolly JJ, Gelb BD, Holm IA, Sanderson SC, McCormick JB, Williams JL, Wolf WA, Antommaria AH, Clayton EW.","Mayo Clin Proc. 2014 Nov;89(11):1471-80. doi: 10.1016/j.mayocp.2014.07.006. Epub 2014 Sep 26.","Brothers KB","Mayo Clin Proc","2014","2014/09/30","PMC4254313","NIHMS615857","10.1016/j.mayocp.2014.07.006"
"25264092","The challenge of informed consent and return of results in translational genomics: empirical analysis and recommendations","Henderson GE, Wolf SM, Kuczynski KJ, Joffe S, Sharp RR, Parsons DW, Knoppers BM, Yu JH, Appelbaum PS.","J Law Med Ethics. 2014 Fall;42(3):344-55. doi: 10.1111/jlme.12151.","Henderson GE","J Law Med Ethics","2014","2014/09/30","PMC4262925","NIHMS632427","10.1111/jlme.12151"
"25255365","Regulatory changes raise troubling questions for genomic testing","Evans BJ, Dorschner MO, Burke W, Jarvik GP.","Genet Med. 2014 Nov;16(11):799-803. doi: 10.1038/gim.2014.127. Epub 2014 Sep 25.","Evans BJ","Genet Med","2014","2014/09/26","PMC4308037","NIHMS656321","10.1038/gim.2014.127"
"25232850","Genomic screening of the general adult population: key concepts for assessing net benefit with systematic evidence reviews","Prince AE, Berg JS, Evans JP, Jonas DE, Henderson G.","Genet Med. 2015 Jun;17(6):441-3. doi: 10.1038/gim.2014.129. Epub 2014 Sep 18.","Prince AE","Genet Med","2015","2014/09/19","PMC4387105","NIHMS674773","10.1038/gim.2014.129"
"25229935","Diagnostic clinical genome and exome sequencing","Biesecker LG, Green RC.","N Engl J Med. 2014 Sep 18;371(12):1170. doi: 10.1056/NEJMc1408914.","Biesecker LG","N Engl J Med","2014","2014/09/18","","","10.1056/NEJMc1408914"
"25151341","Personalized Risk Estimator for Rheumatoid Arthritis (PRE-RA) Family Study: rationale and design for a randomized controlled trial evaluating rheumatoid arthritis risk education to first-degree relatives","Sparks JA, Iversen MD, Miller Kroouze R, Mahmoud TG, Triedman NA, Kalia SS, Atkinson ML, Lu B, Deane KD, Costenbader KH, Green RC, Karlson EW.","Contemp Clin Trials. 2014 Sep;39(1):145-57. doi: 10.1016/j.cct.2014.08.007. Epub 2014 Aug 20.","Sparks JA","Contemp Clin Trials","2014","2014/08/25","PMC4175164","NIHMS624451","10.1016/j.cct.2014.08.007"
"25096233","Somatic ERCC2 mutations correlate with cisplatin sensitivity in muscle-invasive urothelial carcinoma","Van Allen EM, Mouw KW, Kim P, Iyer G, Wagle N, Al-Ahmadie H, Zhu C, Ostrovnaya I, Kryukov GV, O'Connor KW, Sfakianos J, Garcia-Grossman I, Kim J, Guancial EA, Bambury R, Bahl S, Gupta N, Farlow D, Qu A, Signoretti S, Barletta JA, Reuter V, Boehm J, Lawrence M, Getz G, Kantoff P, Bochner BH, Choueiri TK, Bajorin DF, Solit DB, Gabriel S, D'Andrea A, Garraway LA, Rosenberg JE.","Cancer Discov. 2014 Oct;4(10):1140-53. doi: 10.1158/2159-8290.CD-14-0623. Epub 2014 Aug 5.","Van Allen EM","Cancer Discov","2014","2014/08/07","PMC4238969","NIHMS618753","10.1158/2159-8290.CD-14-0623"
"25063358","Genetic information, non-discrimination, and privacy protections in genetic counseling practice","Prince AE, Roche MI.","J Genet Couns. 2014 Dec;23(6):891-902. doi: 10.1007/s10897-014-9743-2. Epub 2014 Jul 27.","Prince AE","J Genet Couns","2014","2014/07/27","PMC4233176","NIHMS616759","10.1007/s10897-014-9743-2"
"25047600","Clinical phenotype-based gene prioritization: an initial study using semantic similarity and the human phenotype ontology","Masino AJ, Dechene ET, Dulik MC, Wilkens A, Spinner NB, Krantz ID, Pennington JW, Robinson PN, White PS.","BMC Bioinformatics. 2014 Jul 21;15(1):248. doi: 10.1186/1471-2105-15-248.","Masino AJ","BMC Bioinformatics","2014","2014/07/23","PMC4117966","","10.1186/1471-2105-15-248"
"25046859","Searching for a Rosetta Stone: genetic data and clinical patient management","Triedman JK, MacRae C.","Heart Rhythm. 2014 Oct;11(10):1714-5. doi: 10.1016/j.hrthm.2014.07.023. Epub 2014 Jul 18.","Triedman JK","Heart Rhythm","2014","2014/07/22","","","10.1016/j.hrthm.2014.07.023"
"25045402","Genetic counselors and the future of clinical genomics","Bernhardt B.","Genome Med. 2014 Jul 2;6(7):49. doi: 10.1186/gm565. eCollection 2014.","Bernhardt B","Genome Med","2014","2014/07/22","PMC4100319","","10.1186/gm565"
"25043364","Have we asked too much of consent?","Koenig BA.","Hastings Cent Rep. 2014 Jul-Aug;44(4):33-4. doi: 10.1002/hast.329.","Koenig BA","Hastings Cent Rep","2014","2014/07/22","PMC4249719","NIHMS636550","10.1002/hast.329"
"25040383","A framework for analyzing the ethics of disclosing genetic research findings","Eckstein L, Garrett JR, Berkman BE.","J Law Med Ethics. 2014 Summer;42(2):190-207. doi: 10.1111/jlme.12135.","Eckstein L","J Law Med Ethics","2014","2014/07/22","PMC4142504","NIHMS615619","10.1111/jlme.12135"
"25034947","An autism case history to review the systematic analysis of large-scale data to refine the diagnosis and treatment of neuropsychiatric disorders","Kohane IS.","Biol Psychiatry. 2015 Jan 1;77(1):59-65. doi: 10.1016/j.biopsych.2014.05.024. Epub 2014 Jun 12.","Kohane IS","Biol Psychiatry","2015","2014/07/19","PMC4260993","NIHMS613778","10.1016/j.biopsych.2014.05.024"
"25031626","Educating physicians in the era of genomic medicine","Murray MF.","Genome Med. 2014 Jun 27;6(6):45. doi: 10.1186/gm564. eCollection 2014.","Murray MF","Genome Med","2014","2014/07/18","PMC4075231","","10.1186/gm564"
"25010054","Utility before business","Teutsch SM, Fielding JE, Khoury MJ, Evans JP.","Genet Med. 2014 Dec;16(12):869-70. doi: 10.1038/gim.2014.71. Epub 2014 Jul 10.","Teutsch SM","Genet Med","2014","2014/07/11","PMC4690454","NIHMS744139","10.1038/gim.2014.71"
"24997220","Comparative effectiveness of next generation genomic sequencing for disease diagnosis: design of a randomized controlled trial in patients with colorectal cancer/polyposis syndromes","Gallego CJ, Bennette CS, Heagerty P, Comstock B, Horike-Pyne M, Hisama F, Amendola LM, Bennett RL, Dorschner MO, Tarczy-Hornoch P, Grady WM, Fullerton SM, Trinidad SB, Regier DA, Nickerson DA, Burke W, Patrick DL, Jarvik GP, Veenstra DL.","Contemp Clin Trials. 2014 Sep;39(1):1-8. doi: 10.1016/j.cct.2014.06.016. Epub 2014 Jul 3.","Gallego CJ","Contemp Clin Trials","2014","2014/07/06","PMC4175052","NIHMS613163","10.1016/j.cct.2014.06.016"
"24975944","Attitudes of genetics professionals toward the return of incidental results from exome and whole-genome sequencing","Yu JH, Harrell TM, Jamal SM, Tabor HK, Bamshad MJ.","Am J Hum Genet. 2014 Jul 3;95(1):77-84. doi: 10.1016/j.ajhg.2014.06.004. Epub 2014 Jun 26.","Yu JH","Am J Hum Genet","2014","2014/07/01","PMC4085580","","10.1016/j.ajhg.2014.06.004"
"24958819","Clinical tumor sequencing: an incidental casualty of the American College of Medical Genetics and Genomics recommendations for reporting of incidental findings","Parsons DW, Roy A, Plon SE, Roychowdhury S, Chinnaiyan AM.","J Clin Oncol. 2014 Jul 20;32(21):2203-5. doi: 10.1200/JCO.2013.54.8917. Epub 2014 Jun 23.","Parsons DW","J Clin Oncol","2014","2014/06/25","PMC4188159","","10.1200/JCO.2013.54.8917"
"24955098","Genetics patients' perspectives on clinical genomic testing","McGowan ML, Glinka A, Highland J, Asaad G, Sharp RR.","Per Med. 2013 Jun 1;10(4):339-347. doi: 10.2217/pme.13.32.","McGowan ML","Per Med","2013","2014/06/24","PMC4061708","NIHMS532602","10.2217/pme.13.32"
"24947790","Metabolite traits and genetic risk provide complementary information for the prediction of future type 2 diabetes","Walford GA, Porneala BC, Dauriz M, Vassy JL, Cheng S, Rhee EP, Wang TJ, Meigs JB, Gerszten RE, Florez JC.","Diabetes Care. 2014 Sep;37(9):2508-14. doi: 10.2337/dc14-0560. Epub 2014 Jun 19.","Walford GA","Diabetes Care","2014","2014/06/21","PMC4140156","","10.2337/dc14-0560"
"24946153","The translational potential of research on the ethical, legal, and social implications of genomics","Burke W, Appelbaum P, Dame L, Marshall P, Press N, Pyeritz R, Sharp R, Juengst E.","Genet Med. 2015 Jan;17(1):12-20. doi: 10.1038/gim.2014.74. Epub 2014 Jun 19.","Burke W","Genet Med","2015","2014/06/20","PMC4272334","NIHMS616293","10.1038/gim.2014.74"
"24943692","Biobank participants' preferences for disclosure of genetic research results: perspectives from the OurGenes, OurHealth, OurCommunity project","Allen NL, Karlson EW, Malspeis S, Lu B, Seidman CE, Lehmann LS.","Mayo Clin Proc. 2014 Jun;89(6):738-46. doi: 10.1016/j.mayocp.2014.03.015.","Allen NL","Mayo Clin Proc","2014","2014/06/20","PMC4148696","NIHMS622497","10.1016/j.mayocp.2014.03.015"
"24919982","Models of consent to return of incidental findings in genomic research","Appelbaum PS, Parens E, Waldman CR, Klitzman R, Fyer A, Martinez J, Price WN 2nd, Chung WK.","Hastings Cent Rep. 2014 Jul-Aug;44(4):22-32. doi: 10.1002/hast.328. Epub 2014 Jun 11.","Appelbaum PS","Hastings Cent Rep","2014","2014/06/13","PMC4107028","NIHMS563207","10.1002/hast.328"
"24883042","Managing Expectational Language: Translational genetic professionals consider the clinical potential of next-generation sequencing technologies","Koay PP, Sharp RR.","New Genet Soc. 2014 Jun 1;33(2):126-148. doi: 10.1080/14636778.2014.910448.","Koay PP","New Genet Soc","2014","2014/06/03","PMC4038681","NIHMS588771","10.1080/14636778.2014.910448"
"24836576","Whole-exome sequencing and clinical interpretation of formalin-fixed, paraffin-embedded tumor samples to guide precision cancer medicine","Van Allen EM, Wagle N, Stojanov P, Perrin DL, Cibulskis K, Marlow S, Jane-Valbuena J, Friedrich DC, Kryukov G, Carter SL, McKenna A, Sivachenko A, Rosenberg M, Kiezun A, Voet D, Lawrence M, Lichtenstein LT, Gentry JG, Huang FW, Fostel J, Farlow D, Barbie D, Gandhi L, Lander ES, Gray SW, Joffe S, Janne P, Garber J, MacConaill L, Lindeman N, Rollins B, Kantoff P, Fisher SA, Gabriel S, Getz G, Garraway LA.","Nat Med. 2014 Jun;20(6):682-8. doi: 10.1038/nm.3559. Epub 2014 May 18.","Van Allen EM","Nat Med","2014","2014/05/20","PMC4048335","NIHMS531666","10.1038/nm.3559"
"24829188","Reducing false-positive incidental findings with ensemble genotyping and logistic regression based variant filtering methods","Hwang KB, Lee IH, Park JH, Hambuch T, Choe Y, Kim M, Lee K, Song T, Neu MB, Gupta N, Kohane IS, Green RC, Kong SW.","Hum Mutat. 2014 Aug;35(8):936-44. doi: 10.1002/humu.22587. Epub 2014 Jun 24.","Hwang KB","Hum Mutat","2014","2014/05/16","PMC4112476","NIHMS612420","10.1002/humu.22587"
"24814192","Return of genomic results to research participants: the floor, the ceiling, and the choices in between","Jarvik GP, Amendola LM, Berg JS, Brothers K, Clayton EW, Chung W, Evans BJ, Evans JP, Fullerton SM, Gallego CJ, Garrison NA, Gray SW, Holm IA, Kullo IJ, Lehmann LS, McCarty C, Prows CA, Rehm HL, Sharp RR, Salama J, Sanderson S, Van Driest SL, Williams MS, Wolf SM, Wolf WA; eMERGE Act-ROR Committee and CERC Committee; CSER Act-ROR Working Group; Burke W.","Am J Hum Genet. 2014 Jun 5;94(6):818-26. doi: 10.1016/j.ajhg.2014.04.009. Epub 2014 May 8.","Jarvik GP","Am J Hum Genet","2014","2014/05/13","PMC4121476","","10.1016/j.ajhg.2014.04.009"
"24791903","De novo truncating mutations in AHDC1 in individuals with syndromic expressive language delay, hypotonia, and sleep apnea","Xia F, Bainbridge MN, Tan TY, Wangler MF, Scheuerle AE, Zackai EH, Harr MH, Sutton VR, Nalam RL, Zhu W, Nash M, Ryan MM, Yaplito-Lee J, Hunter JV, Deardorff MA, Penney SJ, Beaudet AL, Plon SE, Boerwinkle EA, Lupski JR, Eng CM, Muzny DM, Yang Y, Gibbs RA.","Am J Hum Genet. 2014 May 1;94(5):784-9. doi: 10.1016/j.ajhg.2014.04.006.","Xia F","Am J Hum Genet","2014","2014/05/06","PMC4067559","","10.1016/j.ajhg.2014.04.006"
"24759409","Guidelines for investigating causality of sequence variants in human disease","MacArthur DG, Manolio TA, Dimmock DP, Rehm HL, Shendure J, Abecasis GR, Adams DR, Altman RB, Antonarakis SE, Ashley EA, Barrett JC, Biesecker LG, Conrad DF, Cooper GM, Cox NJ, Daly MJ, Gerstein MB, Goldstein DB, Hirschhorn JN, Leal SM, Pennacchio LA, Stamatoyannopoulos JA, Sunyaev SR, Valle D, Voight BF, Winckler W, Gunter C.","Nature. 2014 Apr 24;508(7497):469-76. doi: 10.1038/nature13127.","MacArthur DG","Nature","2014","2014/04/25","PMC4180223","NIHMS628939","10.1038/nature13127"
"24717670","Genetic testing in cardiovascular diseases","Arndt AK, MacRae CA.","Curr Opin Cardiol. 2014 May;29(3):235-40. doi: 10.1097/HCO.0000000000000055.","Arndt AK","Curr Opin Cardiol","2014","2014/04/11","PMC4129647","NIHMS609389","10.1097/HCO.0000000000000055"
"24676095","Can I be sued for that? Liability risk and the disclosure of clinically significant genetic research findings","McGuire AL, Knoppers BM, Zawati MH, Clayton EW.","Genome Res. 2014 May;24(5):719-23. doi: 10.1101/gr.170514.113. Epub 2014 Mar 27.","McGuire AL","Genome Res","2014","2014/03/29","PMC4009601","","10.1101/gr.170514.113"
"24667040","An international effort towards developing standards for best practices in analysis, interpretation and reporting of clinical genome sequencing results in the CLARITY Challenge","Brownstein CA, Beggs AH, Homer N, Merriman B, Yu TW, Flannery KC, DeChene ET, Towne MC, Savage SK, Price EN, Holm IA, Luquette LJ, Lyon E, Majzoub J, Neupert P, McCallie D Jr, Szolovits P, Willard HF, Mendelsohn NJ, Temme R, Finkel RS, Yum SW, Medne L, Sunyaev SR, Adzhubey I, Cassa CA, de Bakker PI, Duzkale H, Dworzyński P, Fairbrother W, Francioli L, Funke BH, Giovanni MA, Handsaker RE, Lage K, Lebo MS, Lek M, Leshchiner I, MacArthur DG, McLaughlin HM, Murray MF, Pers TH, Polak PP, Raychaudhuri S, Rehm HL, Soemedi R, Stitziel NO, Vestecka S, Supper J, Gugenmus C, Klocke B, Hahn A, Schubach M, Menzel M, Biskup S, Freisinger P, Deng M, Braun M, Perner S, Smith RJ, Andorf JL, Huang J, Ryckman K, Sheffield VC, Stone EM, Bair T, Black-Ziegelbein EA, Braun TA, Darbro B, DeLuca AP, Kolbe DL, Scheetz TE, Shearer AE, Sompallae R, Wang K, Bassuk AG, Edens E, Mathews K, Moore SA, Shchelochkov OA, Trapane P, Bossler A, Campbell CA, Heusel JW, Kwitek A, Maga T, Panzer K, Wassink T, Van Daele D, Azaiez H, Booth K, Meyer N, Segal MM, Williams MS, Tromp G, White P, Corsmeier D, Fitzgerald-Butt S, Herman G, Lamb-Thrush D, et al.","Genome Biol. 2014 Mar 25;15(3):R53. doi: 10.1186/gb-2014-15-3-r53.","Brownstein CA","Genome Biol","2014","2014/03/27","PMC4073084","","10.1186/gb-2014-15-3-r53"
"24663044","Physicians' attitudes about multiplex tumor genomic testing","Gray SW, Hicks-Courant K, Cronin A, Rollins BJ, Weeks JC.","J Clin Oncol. 2014 May 1;32(13):1317-23. doi: 10.1200/JCO.2013.52.4298. Epub 2014 Mar 24.","Gray SW","J Clin Oncol","2014","2014/03/26","PMC3992721","","10.1200/JCO.2013.52.4298"
"24645908","The MedSeq Project: a randomized trial of integrating whole genome sequencing into clinical medicine","Vassy JL, Lautenbach DM, McLaughlin HM, Kong SW, Christensen KD, Krier J, Kohane IS, Feuerman LZ, Blumenthal-Barby J, Roberts JS, Lehmann LS, Ho CY, Ubel PA, MacRae CA, Seidman CE, Murray MF, McGuire AL, Rehm HL, Green RC; MedSeq Project.","Trials. 2014 Mar 20;15:85. doi: 10.1186/1745-6215-15-85.","Vassy JL","Trials","2014","2014/03/21","PMC4113228","","10.1186/1745-6215-15-85"
"24642506","Parents' preferences for return of results in pediatric genomic research","Ziniel SI, Savage SK, Huntington N, Amatruda J, Green RC, Weitzman ER, Taylor P, Holm IA.","Public Health Genomics. 2014;17(2):105-14. doi: 10.1159/000358539. Epub 2014 Mar 13.","Ziniel SI","Public Health Genomics","2014","2014/03/20","PMC4073487","NIHMS561746","10.1159/000358539"
"24634382","Integrated next-generation sequencing and avatar mouse models for personalized cancer treatment","Garralda E, Paz K, López-Casas PP, Jones S, Katz A, Kann LM, López-Rios F, Sarno F, Al-Shahrour F, Vasquez D, Bruckheimer E, Angiuoli SV, Calles A, Diaz LA, Velculescu VE, Valencia A, Sidransky D, Hidalgo M.","Clin Cancer Res. 2014 May 1;20(9):2476-84. doi: 10.1158/1078-0432.CCR-13-3047. Epub 2014 Mar 14.","Garralda E","Clin Cancer Res","2014","2014/03/18","PMC4322867","NIHMS658740","10.1158/1078-0432.CCR-13-3047"
"24625446","Social and behavioral research in genomic sequencing: approaches from the Clinical Sequencing Exploratory Research Consortium Outcomes and Measures Working Group","Gray SW, Martins Y, Feuerman LZ, Bernhardt BA, Biesecker BB, Christensen KD, Joffe S, Rini C, Veenstra D, McGuire AL; CSER Consortium Outcomes and Measures Working Group.","Genet Med. 2014 Oct;16(10):727-35. doi: 10.1038/gim.2014.26. Epub 2014 Mar 13.","Gray SW","Genet Med","2014","2014/03/15","PMC4163120","NIHMS591876","10.1038/gim.2014.26"
"24616401","Refining the structure and content of clinical genomic reports","Dorschner MO, Amendola LM, Shirts BH, Kiedrowski L, Salama J, Gordon AS, Fullerton SM, Tarczy-Hornoch P, Byers PH, Jarvik GP.","Am J Med Genet C Semin Med Genet. 2014 Mar;166C(1):85-92. doi: 10.1002/ajmg.c.31395. Epub 2014 Mar 10.","Dorschner MO","Am J Med Genet C Semin Med Genet","2014","2014/03/12","PMC4077592","NIHMS582902","10.1002/ajmg.c.31395"
"24616381","Return of results: ethical and legal distinctions between research and clinical care","Burke W, Evans BJ, Jarvik GP.","Am J Med Genet C Semin Med Genet. 2014 Mar;166C(1):105-11. doi: 10.1002/ajmg.c.31393. Epub 2014 Mar 10.","Burke W","Am J Med Genet C Semin Med Genet","2014","2014/03/12","PMC4078921","NIHMS602584","10.1002/ajmg.c.31393"
"24592828","Addressing the ethical challenges in genetic testing and sequencing of children","Clayton EW, McCullough LB, Biesecker LG, Joffe S, Ross LF, Wolf SM; Clinical Sequencing Exploratory Research (CSER) Consortium Pediatrics Working Group.","Am J Bioeth. 2014;14(3):3-9. doi: 10.1080/15265161.2013.879945.","Clayton EW","Am J Bioeth","2014","2014/03/06","PMC3950962","NIHMS554647","10.1080/15265161.2013.879945"
"24578120","Traditional roles in a non-traditional setting: genetic counseling in precision oncology","Everett JN, Gustafson SL, Raymond VM.","J Genet Couns. 2014 Aug;23(4):655-60. doi: 10.1007/s10897-014-9698-3. Epub 2014 Mar 1.","Everett JN","J Genet Couns","2014","2014/03/01","PMC4096055","NIHMS577289","10.1007/s10897-014-9698-3"
"24564231","Efficient digest of high-throughput sequencing data in a reproducible report","Zhang Z, Leipzig J, Sasson A, Yu AM, Perin JC, Xie HM, Sarmady M, Warren PV, White PS.","BMC Bioinformatics. 2013;14 Suppl 11(Suppl 11):S3. doi: 10.1186/1471-2105-14-S11-S3. Epub 2013 Sep 13.","Zhang Z","BMC Bioinformatics","2013","2014/02/26","PMC3846741","","10.1186/1471-2105-14-S11-S3"
"24550428","Clinically relevant functional annotation of genotype","MacRae CA, Vasan RS.","Circ Cardiovasc Genet. 2014 Feb;7(1):2-3. doi: 10.1161/CIRCGENETICS.114.000506.","MacRae CA","Circ Cardiovasc Genet","2014","2014/02/20","PMC4188549","NIHMS609125","10.1161/CIRCGENETICS.114.000506"
"24535206","Susceptibility to type 2 diabetes mellitus--from genes to prevention","Hivert MF, Vassy JL, Meigs JB.","Nat Rev Endocrinol. 2014 Apr;10(4):198-205. doi: 10.1038/nrendo.2014.11. Epub 2014 Feb 18.","Hivert MF","Nat Rev Endocrinol","2014","2014/02/19","PMC4058643","NIHMS585476","10.1038/nrendo.2014.11"
"24520119","Polygenic type 2 diabetes prediction at the limit of common variant detection","Vassy JL, Hivert MF, Porneala B, Dauriz M, Florez JC, Dupuis J, Siscovick DS, Fornage M, Rasmussen-Torvik LJ, Bouchard C, Meigs JB.","Diabetes. 2014 Jun;63(6):2172-82. doi: 10.2337/db13-1663. Epub 2014 Feb 11.","Vassy JL","Diabetes","2014","2014/02/13","PMC4030114","","10.2337/db13-1663"
"24509643","GCH1 heterozygous mutation identified by whole-exome sequencing as a treatable condition in a patient presenting with progressive spastic paraplegia","Fan Z, Greenwood R, Felix AC, Shiloh-Malawsky Y, Tennison M, Roche M, Crooks K, Weck K, Wilhelmsen K, Berg J, Evans J.","J Neurol. 2014 Mar;261(3):622-4. doi: 10.1007/s00415-014-7265-3. Epub 2014 Feb 8.","Fan Z","J Neurol","2014","2014/02/11","PMC4000021","NIHMS564078","10.1007/s00415-014-7265-3"
"24493262","Muscle dysfunction in hypertrophic cardiomyopathy: what is needed to move to translation?","Poggesi C, Ho CY.","J Muscle Res Cell Motil. 2014 Feb;35(1):37-45. doi: 10.1007/s10974-014-9374-0. Epub 2014 Feb 4.","Poggesi C","J Muscle Res Cell Motil","2014","2014/02/05","PMC3982612","NIHMS562862","10.1007/s10974-014-9374-0"
"24481117","Returning pleiotropic results from genetic testing to patients and research participants","Kocarnik JM, Fullerton SM.","JAMA. 2014 Feb 26;311(8):795-6. doi: 10.1001/jama.2014.369.","Kocarnik JM","JAMA","2014","2014/02/01","PMC3976043","NIHMS561976","10.1001/jama.2014.369"
"24478219","Prioritizing disease-linked variants, genes, and pathways with an interactive whole-genome analysis pipeline","Lee IH, Lee K, Hsing M, Choe Y, Park JH, Kim SH, Bohn JM, Neu MB, Hwang KB, Green RC, Kohane IS, Kong SW.","Hum Mutat. 2014 May;35(5):537-47. doi: 10.1002/humu.22520. Epub 2014 Mar 6.","Lee IH","Hum Mutat","2014","2014/01/31","PMC4130156","NIHMS612603","10.1002/humu.22520"
"24446947","Predictive genetic testing of children and the role of the best interest standard","Ross LF.","J Law Med Ethics. 2013 Winter;41(4):899-906, Table of Contents. doi: 10.1111/jlme.12099.","Ross LF","J Law Med Ethics","2013","2014/01/23","","","10.1111/jlme.12099"
"24445287","""Use it or lose it"" as an alternative approach to protect genetic privacy in personalized medicine","Wagner JK, Mozersky JT, Pyeritz RE.","Urol Oncol. 2014 Feb;32(2):198-201. doi: 10.1016/j.urolonc.2013.09.016.","Wagner JK","Urol Oncol","2014","2014/01/22","PMC3970576","NIHMS552235","10.1016/j.urolonc.2013.09.016"
"24406460","Guidelines for return of research results from pediatric genomic studies: deliberations of the Boston Children's Hospital Gene Partnership Informed Cohort Oversight Board","Holm IA, Savage SK, Green RC, Juengst E, McGuire A, Kornetsky S, Brewster SJ, Joffe S, Taylor P.","Genet Med. 2014 Jul;16(7):547-52. doi: 10.1038/gim.2013.190. Epub 2014 Jan 9.","Holm IA","Genet Med","2014","2014/01/11","","","10.1038/gim.2013.190"
"24395113","Newborn screening controversy: past, present, and future","Lewis MH.","JAMA Pediatr. 2014 Mar;168(3):199-200. doi: 10.1001/jamapediatrics.2013.4980.","Lewis MH","JAMA Pediatr","2014","2014/01/08","","","10.1001/jamapediatrics.2013.4980"
"24394680","Parental permission for pilot newborn screening research: guidelines from the NBSTRN","Botkin JR, Lewis MH, Watson MS, Swoboda KJ, Anderson R, Berry SA, Bonhomme N, Brosco JP, Comeau AM, Goldenberg A, Goldman E, Therrell B, Levy-Fisch J, Tarini B, Wilfond B; Bioethics and Legal Work Group of the Newborn Screening Translational Research Network.","Pediatrics. 2014 Feb;133(2):e410-7. doi: 10.1542/peds.2013-2271. Epub 2014 Jan 6.","Botkin JR","Pediatrics","2014","2014/01/08","PMC3904278","","10.1542/peds.2013-2271"
"26161114","Do physicians think genomic medicine will be useful for patient care?","Raghavan S, Vassy JL.","Per Med. 2014;11(4):424-433. doi: 10.2217/pme.14.25.","Raghavan S","Per Med","2014","2015/07/11","PMC4494677","NIHMS620658","10.2217/pme.14.25"
"25954402","A Template for Authoring and Adapting Genomic Medicine Content in the eMERGE Infobutton Project","Overby CL, Rasmussen LV, Hartzler A, Connolly JJ, Peterson JF, Hedberg RE, Freimuth RR, Shirts BH, Denny JC, Larson EB, Chute CG, Jarvik GP, Ralston JD, Shuldiner AR, Starren J, Kullo IJ, Tarczy-Hornoch P, Williams MS.","AMIA Annu Symp Proc. 2014 Nov 14;2014:944-53. eCollection 2014.","Overby CL","AMIA Annu Symp Proc","2014","2015/05/09","PMC4419923","",""
"24357850","Mining the human genome after Association for Molecular Pathology v. Myriad Genetics","Evans BJ.","Genet Med. 2014 Jul;16(7):504-9. doi: 10.1038/gim.2013.186. Epub 2013 Dec 19.","Evans BJ","Genet Med","2014","2013/12/21","PMC4063888","NIHMS551595","10.1038/gim.2013.186"
